"input_text","_source","gold","text"
"Retention cuts supported higher @QUALITY$ and a greater abundance of @ORGANISM$ than clearcuts as well as higher richness and abundance of open-habitat species than un-harvested forests .","entity_pair","INFLUENCE","Using a combination of @QUALITY$ analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus garden microbiome of leaf-cutter @ORGANISM$ is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"Retention cuts supported higher @QUALITY$ and a greater abundance of @ORGANISM$ than clearcuts as well as higher richness and abundance of open-habitat species than un-harvested forests .","entity_pair","NA","Here we analyse patterns of marine mammal @QUALITY$ based on predictions of global distributional ranges for 115 @ORGANISM$ , including all extant pinnipeds and cetaceans ."
"Retention cuts supported higher @QUALITY$ and a greater abundance of @ORGANISM$ than clearcuts as well as higher richness and abundance of open-habitat species than un-harvested forests .","entity_pair","NA","We tested speciesspecific differences of crown area , @QUALITY$ and stem inclination using a mixed effects model with @ORGANISM$ as fixed effect and plot as random effect ."
"Retention cuts supported higher @QUALITY$ and a greater abundance of @ORGANISM$ than clearcuts as well as higher richness and abundance of open-habitat species than un-harvested forests .","entity_pair","NA","Mind that the azimuth may have to be corrected given the date and location , since it depends on the magnetic field of the earth.CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , @QUALITY$ debris ) ; Datagroup description : CSP @ORGANISM$ individuals were marked mostly with metal tags but also additional tags were used ."
"In the three most carbon-rich agroforestry systems , @MATTER$ stocks were about 60 % of those of @ENVIRONMENT$ , suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest .","entity_pair","OCCUR_IN","-- d ) Compare species-specific sensitivities to snowbreak as a trait i ) Calculate the likelihood of being subject to snowbreak given the species , size and potentially the relative position using logistic regression ii ) Calculate the likelihood of snag survival ; this requires re-sampling iii ) Estimate the down-slope transport of deadwood pieces iv ) Estimate the time it takes for @MATTER$ to collapse and touch the @ENVIRONMENT$ floor -- -- - File asset Plot_skizze.pdf : plot sketch how the debris objects are selected - File asset sp10 CWD_protocol_Gutianshan_AF_20081215_kn.doc : Inventory protocol , should be included into methods -- -- - 2 ) Objective allometries : use some of the downed or alive trees to establish coarse allometries to estimate volume of the remaining intems"
"In the three most carbon-rich agroforestry systems , @MATTER$ stocks were about 60 % of those of @ENVIRONMENT$ , suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest .","entity_pair","HAVE","@MATTER$ and gravels in ( 2 ) @ENVIRONMENT$ ( e.g . ."
"In the three most carbon-rich agroforestry systems , @MATTER$ stocks were about 60 % of those of @ENVIRONMENT$ , suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest .","entity_pair","NA","( clay : @MATTER$ : < 2ÃŽÂ¼m ) dimensionless real Grain size distribution Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
"In the three most carbon-rich agroforestry systems , @MATTER$ stocks were about 60 % of those of @ENVIRONMENT$ , suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest .","entity_pair","NA","We used the preservative @MATTER$ added to field collected organisms ( live sorted bulk @ENVIRONMENT$ ) as a source of community DNA for NGS environmental barcoding ."
"In the three most carbon-rich agroforestry systems , @MATTER$ stocks were about 60 % of those of @ENVIRONMENT$ , suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest .","entity_pair","NA","Using a combination of @MATTER$ composition analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus @ENVIRONMENT$ microbiome of leaf-cutter ants is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"It is highly unlikely that species-poor plantations , which may be optimal for above-ground biomass production , will outperform @ORGANISM$ diverse assemblages for a combination of functions , including overall carbon storage and control over @ENVIRONMENT$ and nutrient flows .","entity_pair","OCCUR_IN","The effects of weather on fungal abundance and richness among 25 communities in the Intermountain West Background Because moisture and temperature influence the growth of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of @ORGANISM$ in @ENVIRONMENT$ with different climate conditions ."
"It is highly unlikely that species-poor plantations , which may be optimal for above-ground biomass production , will outperform @ORGANISM$ diverse assemblages for a combination of functions , including overall carbon storage and control over @ENVIRONMENT$ and nutrient flows .","entity_pair","HAVE","By using trait-based neighbourhood models , we quantified changes in aboveground wood productivity of 3397 trees that were planted in a large-scale @ORGANISM$ diversity experiment in @ENVIRONMENT$ China across gradients of neighbourhood diversity and climatic conditions over a six-year period ."
"It is highly unlikely that species-poor plantations , which may be optimal for above-ground biomass production , will outperform @ORGANISM$ diverse assemblages for a combination of functions , including overall carbon storage and control over @ENVIRONMENT$ and nutrient flows .","entity_pair","NA","Plant Diversity Impacts Decomposition and @ORGANISM$ via Changes in Aboveground Arthropods Loss of plant diversity influences essential @ENVIRONMENT$ processes as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
"It is highly unlikely that species-poor plantations , which may be optimal for above-ground biomass production , will outperform @ORGANISM$ diverse assemblages for a combination of functions , including overall carbon storage and control over @ENVIRONMENT$ and nutrient flows .","entity_pair","NA","Identifying management approaches that maintain native @ORGANISM$ and associated ecological processes within @ENVIRONMENT$ is therefore a priority ."
"It is highly unlikely that species-poor plantations , which may be optimal for above-ground biomass production , will outperform @ORGANISM$ diverse assemblages for a combination of functions , including overall carbon storage and control over @ENVIRONMENT$ and nutrient flows .","entity_pair","NA","-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( @ORGANISM$ , @ENVIRONMENT$ debris ) ."
"Overall , the studied @ORGANISM$ @ENVIRONMENT$ contained 32 common species .","entity_pair","HAVE","By using trait-based neighbourhood models , we quantified changes in aboveground wood productivity of 3397 trees that were planted in a large-scale @ORGANISM$ diversity experiment in @ENVIRONMENT$ China across gradients of neighbourhood diversity and climatic conditions over a six-year period ."
"Overall , the studied @ORGANISM$ @ENVIRONMENT$ contained 32 common species .","entity_pair","OCCUR_IN","The effects of weather on fungal abundance and richness among 25 communities in the Intermountain West Background Because moisture and temperature influence the growth of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of @ORGANISM$ in @ENVIRONMENT$ with different climate conditions ."
"Overall , the studied @ORGANISM$ @ENVIRONMENT$ contained 32 common species .","entity_pair","NA","Plant Diversity Impacts Decomposition and @ORGANISM$ via Changes in Aboveground Arthropods Loss of plant diversity influences essential @ENVIRONMENT$ processes as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
"Overall , the studied @ORGANISM$ @ENVIRONMENT$ contained 32 common species .","entity_pair","NA","Identifying management approaches that maintain native @ORGANISM$ and associated ecological processes within @ENVIRONMENT$ is therefore a priority ."
"Overall , the studied @ORGANISM$ @ENVIRONMENT$ contained 32 common species .","entity_pair","NA","-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( @ORGANISM$ , @ENVIRONMENT$ debris ) ."
"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , @PHENOMENA$ , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry","entity_pair","OCCUR_IN","Here we review the literature to determine the state-of-the-art in modeling @ENVIRONMENT$ under @PHENOMENA$ , with the aim of evaluating and detecting trends and gaps in the current approaches being employed , as well as to provide a useful overview and guidelines for future research ."
"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , @PHENOMENA$ , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry","entity_pair","INFLUENCE","`` Individual-tree radial growth in a @ENVIRONMENT$ encourages the role of @PHENOMENA$ . ."
"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , @PHENOMENA$ , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry","entity_pair","NA","Ways to quantify precipitation : rainfall amount open @ENVIRONMENT$ ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites ."
"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , @PHENOMENA$ , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry","entity_pair","NA","Here , we investigate the impacts of decomposer diversity on the stability ( reliability ) of three important aboveground and @ENVIRONMENT$ functions : primary productivity ( shoot and root biomass ) , litter decomposition , and @PHENOMENA$ ."
"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , @ENVIRONMENT$ , @PHENOMENA$ , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry","entity_pair","NA","This approach is useful for complementing @ENVIRONMENT$ networks in countries with great biodiversity , insufficient biological information , and limited resources for @PHENOMENA$ ."
"sands and @MATTER$ are  in ( 2 ) @ENVIRONMENT$ ( e.g .","entity_pair","OCCUR_IN","-- d ) Compare species-specific sensitivities to snowbreak as a trait i ) Calculate the likelihood of being subject to snowbreak given the species , size and potentially the relative position using logistic regression ii ) Calculate the likelihood of snag survival ; this requires re-sampling iii ) Estimate the down-slope transport of deadwood pieces iv ) Estimate the time it takes for @MATTER$ to collapse and touch the @ENVIRONMENT$ floor -- -- - File asset Plot_skizze.pdf : plot sketch how the debris objects are selected - File asset sp10 CWD_protocol_Gutianshan_AF_20081215_kn.doc : Inventory protocol , should be included into methods -- -- - 2 ) Objective allometries : use some of the downed or alive trees to establish coarse allometries to estimate volume of the remaining intems"
"sands and @MATTER$ are  in ( 2 ) @ENVIRONMENT$ ( e.g .","entity_pair","HAVE","@MATTER$ and gravels in ( 2 ) @ENVIRONMENT$ ( e.g . ."
"sands and @MATTER$ are  in ( 2 ) @ENVIRONMENT$ ( e.g .","entity_pair","NA","( clay : @MATTER$ : < 2ÃŽÂ¼m ) dimensionless real Grain size distribution Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
"sands and @MATTER$ are  in ( 2 ) @ENVIRONMENT$ ( e.g .","entity_pair","NA","We used the preservative @MATTER$ added to field collected organisms ( live sorted bulk @ENVIRONMENT$ ) as a source of community DNA for NGS environmental barcoding ."
"sands and @MATTER$ are  in ( 2 ) @ENVIRONMENT$ ( e.g .","entity_pair","NA","Using a combination of @MATTER$ composition analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus @ENVIRONMENT$ microbiome of leaf-cutter ants is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"Resource limitation , tolerance , and the future of ecological plant classification Throughout the evolutionary history of plants , @PHENOMENA$ , shade , and scarcity of @MATTER$ have structured ecosystems and communities globally .","entity_pair","INFLUENCE","Genomic and physiological characterization of two dominant bacteria in the @ORGANISM$ provides evidence of their capacity to degrade @MATTER$ ."
"Resource limitation , tolerance , and the future of ecological plant classification Throughout the evolutionary history of plants , @PHENOMENA$ , shade , and scarcity of @MATTER$ have structured ecosystems and communities globally .","entity_pair","INFLUENCE","those with a low cavitation resistance ) benefitted the most from growing in diverse neighbourhoods , suggesting that @QUALITY$ among local neighbours during @PHENOMENA$ particularly facilitated most vulnerable individuals ."
"Resource limitation , tolerance , and the future of ecological plant classification Throughout the evolutionary history of plants , @PHENOMENA$ , shade , and scarcity of @MATTER$ have structured ecosystems and communities globally .","entity_pair","NA","The greatest consumptive energy sector use is evaporation from hydroelectric reservoirs , followed by @PHENOMENA$ water for @MATTER$ feedstocks and water used for electricity generation from coal ."
"Resource limitation , tolerance , and the future of ecological plant classification Throughout the evolutionary history of plants , @PHENOMENA$ , shade , and scarcity of @MATTER$ have structured ecosystems and communities globally .","entity_pair","NA","@PHENOMENA$ of @MATTER$ from splash cups during the event extrapolated to m2 and converted into KE yes 1185"
"Resource limitation , tolerance , and the future of ecological plant classification Throughout the evolutionary history of plants , @PHENOMENA$ , shade , and scarcity of @MATTER$ have structured ecosystems and communities globally .","entity_pair","NA","At the bottom of the cup a silk cover prevents @PHENOMENA$ of @MATTER$ and guarantees free drainage of water from the cup to the carrier and vice versa ."
"[ Biodegradation of tri- and perchloroethylene in sewage waters and soils by a microbial consortium of @MATTER$ and phototrophic @ORGANISM$ ] .","entity_pair","INFLUENCE","Our results indicate that @MATTER$ pools and biodiversity show different recovery rates under passive , secondary succession and that colonization by undisturbed forest @ORGANISM$ is slow ."
"[ Biodegradation of tri- and perchloroethylene in sewage waters and soils by a microbial consortium of @MATTER$ and phototrophic @ORGANISM$ ] .","entity_pair","OCCUR_IN","We measured above- and @MATTER$ stocks as well as the species richness of four groups of @ORGANISM$ and eight of animals on 14 representative plots in Sulawesi , Indonesia , ranging from natural rainforest to cacao agroforests that have replaced former natural forest ."
"[ Biodegradation of tri- and perchloroethylene in sewage waters and soils by a microbial consortium of @MATTER$ and phototrophic @ORGANISM$ ] .","entity_pair","NA","Further , by hand-pollination experiments , we show that when as few as 10 % of the pollen @MATTER$ are heterospecific , @ORGANISM$ set is decreased to less than half in both species ."
"[ Biodegradation of tri- and perchloroethylene in sewage waters and soils by a microbial consortium of @MATTER$ and phototrophic @ORGANISM$ ] .","entity_pair","NA","-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking @MATTER$ tags to @ORGANISM$ individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Anja or Christian , can be given to a woody debris item or to a standing dead tree or snagCSP metal tag number ( trees , woody debris ) , original entry ."
"[ Biodegradation of tri- and perchloroethylene in sewage waters and soils by a microbial consortium of @MATTER$ and phototrophic @ORGANISM$ ] .","entity_pair","NA","-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP @MATTER$ tag number ( @ORGANISM$ , woody debris ) ."
"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP @MATTER$ tag number ( trees , @ENVIRONMENT$ debris ) .","entity_pair","OCCUR_IN","-- d ) Compare species-specific sensitivities to snowbreak as a trait i ) Calculate the likelihood of being subject to snowbreak given the species , size and potentially the relative position using logistic regression ii ) Calculate the likelihood of snag survival ; this requires re-sampling iii ) Estimate the down-slope transport of deadwood pieces iv ) Estimate the time it takes for @MATTER$ to collapse and touch the @ENVIRONMENT$ floor -- -- - File asset Plot_skizze.pdf : plot sketch how the debris objects are selected - File asset sp10 CWD_protocol_Gutianshan_AF_20081215_kn.doc : Inventory protocol , should be included into methods -- -- - 2 ) Objective allometries : use some of the downed or alive trees to establish coarse allometries to estimate volume of the remaining intems"
"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP @MATTER$ tag number ( trees , @ENVIRONMENT$ debris ) .","entity_pair","HAVE","@MATTER$ and gravels in ( 2 ) @ENVIRONMENT$ ( e.g . ."
"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP @MATTER$ tag number ( trees , @ENVIRONMENT$ debris ) .","entity_pair","NA","( clay : @MATTER$ : < 2ÃŽÂ¼m ) dimensionless real Grain size distribution Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP @MATTER$ tag number ( trees , @ENVIRONMENT$ debris ) .","entity_pair","NA","We used the preservative @MATTER$ added to field collected organisms ( live sorted bulk @ENVIRONMENT$ ) as a source of community DNA for NGS environmental barcoding ."
"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP @MATTER$ tag number ( trees , @ENVIRONMENT$ debris ) .","entity_pair","NA","Using a combination of @MATTER$ composition analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus @ENVIRONMENT$ microbiome of leaf-cutter ants is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"Commands : as.taxo ( ) , divc ( ) Estimated number of @ORGANISM$ OTUs ( Hill number 0 ) Taxonomic biodiversity ( estimator.shan06 ) , estimator.shan06 @QUALITY$ can be given as species richness , or other diversity indices .","entity_pair","HAVE","abundance CSP ectomycorrhiza fungi saprophytes successional age Find the list of keywords here : @ORGANISM$ CSP @QUALITY$ abundance Taxonomic.assignment List of headers of the data columns in this dataset Permission is granted to anybody to access , use and publish all open for public data freely ."
"Commands : as.taxo ( ) , divc ( ) Estimated number of @ORGANISM$ OTUs ( Hill number 0 ) Taxonomic biodiversity ( estimator.shan06 ) , estimator.shan06 @QUALITY$ can be given as species richness , or other diversity indices .","entity_pair","INFLUENCE","Here , we investigated whether and how the effects of biodiversity mediated by non-trophic interactions among @ORGANISM$ vary according to @QUALITY$ and ecosystem processes ."
"Commands : as.taxo ( ) , divc ( ) Estimated number of @ORGANISM$ OTUs ( Hill number 0 ) Taxonomic biodiversity ( estimator.shan06 ) , estimator.shan06 @QUALITY$ can be given as species richness , or other diversity indices .","entity_pair","NA","Herb layer includes all @ORGANISM$ and individuals below 1m @QUALITY$ ."
"Commands : as.taxo ( ) , divc ( ) Estimated number of @ORGANISM$ OTUs ( Hill number 0 ) Taxonomic biodiversity ( estimator.shan06 ) , estimator.shan06 @QUALITY$ can be given as species richness , or other diversity indices .","entity_pair","NA","All of the biodiversity components , except Bacteria and @ORGANISM$ , displayed a decreasing pattern with increasing water @QUALITY$ , but to a different extent for each component ."
"Commands : as.taxo ( ) , divc ( ) Estimated number of @ORGANISM$ OTUs ( Hill number 0 ) Taxonomic biodiversity ( estimator.shan06 ) , estimator.shan06 @QUALITY$ can be given as species richness , or other diversity indices .","entity_pair","NA","Biotic variables included species richness , functional diversity , competition index , the dbh of the target @ORGANISM$ and mean upper @QUALITY$ , while the abiotic variables were slope inclination , slope aspect and soil depth ."
